,wins,losses,made_finals,year,team,seed
149,41,41,False,1995,DEN,14
150,39,43,False,1995,SAC,15
151,36,46,False,1995,DAL,16
152,35,47,False,1995,BOS,17
153,34,48,False,1995,MIL,18
154,32,50,False,1995,MIA,19
155,30,52,False,1995,NJN,20
156,28,54,False,1995,DET,21
157,26,56,False,1995,GSW,22
158,24,58,False,1995,PHI,23
159,21,61,False,1995,MIN,24
160,21,61,False,1995,WSB,25
161,17,65,False,1995,LAC,26
162,72,10,True,1996,CHI,0
163,64,18,True,1996,SEA,1
164,60,22,False,1996,ORL,2
165,59,23,False,1996,SAS,3
166,55,27,False,1996,UTA,4
167,53,29,False,1996,LAL,5
168,52,30,False,1996,IND,6
169,48,34,False,1996,HOU,7
170,47,35,False,1996,CLE,8
171,47,35,False,1996,NYK,9
172,46,36,False,1996,ATL,10
173,46,36,False,1996,DET,11
174,44,38,False,1996,POR,12
175,42,40,False,1996,MIA,13
176,41,41,False,1996,PHO,14
177,41,41,False,1996,CHH,15
178,39,43,False,1996,SAC,16
179,39,43,False,1996,WSB,17
180,36,46,False,1996,GSW,18
181,35,47,False,1996,DEN,19
182,33,49,False,1996,BOS,20
183,30,52,False,1996,NJN,21
184,29,53,False,1996,LAC,22
185,26,56,False,1996,DAL,23
186,26,56,False,1996,MIN,24
187,25,57,False,1996,MIL,25
188,21,61,False,1996,TOR,26
189,18,64,False,1996,PHI,27
190,15,67,False,1996,VAN,28
191,69,13,True,1997,CHI,0
192,64,18,True,1997,UTA,1
193,61,21,False,1997,MIA,2
194,57,25,False,1997,HOU,3
195,57,25,False,1997,NYK,4
196,57,25,False,1997,SEA,5
197,56,26,False,1997,ATL,6
198,56,26,False,1997,LAL,7
199,54,28,False,1997,DET,8
200,54,28,False,1997,CHH,9
201,49,33,False,1997,POR,10
202,45,37,False,1997,ORL,11
203,44,38,False,1997,WSB,12
204,42,40,False,1997,CLE,13
205,40,42,False,1997,MIN,14
206,40,42,False,1997,PHO,15
207,39,43,False,1997,IND,16
208,36,46,False,1997,LAC,17
209,34,48,False,1997,SAC,18
210,33,49,False,1997,MIL,19
211,30,52,False,1997,GSW,20
212,30,52,False,1997,TOR,21
213,26,56,False,1997,NJN,22
214,24,58,False,1997,DAL,23
215,22,60,False,1997,PHI,24
216,21,61,False,1997,DEN,25
217,20,62,False,1997,SAS,26
218,15,67,False,1997,BOS,27
219,14,68,False,1997,VAN,28
220,62,20,True,1998,CHI,0
221,62,20,True,1998,UTA,1
222,61,21,False,1998,LAL,2
223,61,21,False,1998,SEA,3
224,58,24,False,1998,IND,4
225,56,26,False,1998,PHO,5
226,56,26,False,1998,SAS,6
227,55,27,False,1998,MIA,7
228,51,31,False,1998,CHH,8
229,50,32,False,1998,ATL,9
230,47,35,False,1998,CLE,10
231,46,36,False,1998,POR,11
232,45,37,False,1998,MIN,12
233,43,39,False,1998,NYK,13
234,43,39,False,1998,NJN,14
235,42,40,False,1998,WAS,15
236,41,41,False,1998,HOU,16
237,41,41,False,1998,ORL,17
238,37,45,False,1998,DET,18
239,36,46,False,1998,BOS,19
240,36,46,False,1998,MIL,20
241,31,51,False,1998,PHI,21
242,27,55,False,1998,SAC,22
243,20,62,False,1998,DAL,23
244,19,63,False,1998,GSW,24
245,19,63,False,1998,VAN,25
246,17,65,False,1998,LAC,26
247,16,66,False,1998,TOR,27
248,11,71,False,1998,DEN,28
249,37,13,True,1999,SAS,0
250,37,13,False,1999,UTA,1
251,35,15,False,1999,POR,2
252,33,17,False,1999,IND,3
253,33,17,False,1999,MIA,4
254,33,17,False,1999,ORL,5
255,31,19,False,1999,ATL,6
256,31,19,False,1999,HOU,7
257,31,19,False,1999,LAL,8
258,29,21,False,1999,DET,9
259,28,22,False,1999,MIL,10
260,28,22,False,1999,PHI,11
261,27,23,True,1999,NYK,12
262,27,23,False,1999,PHO,13
263,27,23,False,1999,SAC,14
264,26,24,False,1999,CHH,15
265,25,25,False,1999,MIN,16
266,25,25,False,1999,SEA,17
267,23,27,False,1999,TOR,18
268,22,28,False,1999,CLE,19
269,21,29,False,1999,GSW,20
270,19,31,False,1999,BOS,21
271,19,31,False,1999,DAL,22
272,18,32,False,1999,WAS,23
273,16,34,False,1999,NJN,24
274,14,36,False,1999,DEN,25
275,13,37,False,1999,CHI,26
276,9,41,False,1999,LAC,27
277,8,42,False,1999,VAN,28
278,67,15,True,2000,LAL,0
279,59,23,False,2000,POR,1
280,56,26,True,2000,IND,2
281,55,27,False,2000,UTA,3
282,53,29,False,2000,PHO,4
283,53,29,False,2000,SAS,5
284,52,30,False,2000,MIA,6
285,50,32,False,2000,MIN,7
286,50,32,False,2000,NYK,8
287,49,33,False,2000,PHI,9
288,49,33,False,2000,CHH,10
289,45,37,False,2000,TOR,11
290,45,37,False,2000,SEA,12
291,44,38,False,2000,SAC,13
292,42,40,False,2000,DET,14
293,42,40,False,2000,MIL,15
294,41,41,False,2000,ORL,16
295,40,42,False,2000,DAL,17
296,35,47,False,2000,BOS,18
297,35,47,False,2000,DEN,19
298,34,48,False,2000,HOU,20
299,32,50,False,2000,CLE,21
300,31,51,False,2000,NJN,22
301,29,53,False,2000,WAS,23
302,28,54,False,2000,ATL,24
303,22,60,False,2000,VAN,25
304,19,63,False,2000,GSW,26
305,17,65,False,2000,CHI,27
306,15,67,False,2000,LAC,28
307,58,24,False,2001,SAS,0
308,56,26,True,2001,LAL,1
309,56,26,True,2001,PHI,2
310,55,27,False,2001,SAC,3
311,53,29,False,2001,DAL,4
312,53,29,False,2001,UTA,5
313,52,30,False,2001,MIL,6
314,51,31,False,2001,PHO,7
315,50,32,False,2001,MIA,8
316,50,32,False,2001,POR,9
317,48,34,False,2001,NYK,10
318,47,35,False,2001,MIN,11
319,47,35,False,2001,TOR,12
320,46,36,False,2001,CHH,13
321,45,37,False,2001,HOU,14
322,44,38,False,2001,SEA,15
323,43,39,False,2001,ORL,16
324,41,41,False,2001,IND,17
325,40,42,False,2001,DEN,18
326,36,46,False,2001,BOS,19
327,32,50,False,2001,DET,20
328,31,51,False,2001,LAC,21
329,30,52,False,2001,CLE,22
330,26,56,False,2001,NJN,23
331,25,57,False,2001,ATL,24
332,23,59,False,2001,VAN,25
333,19,63,False,2001,WAS,26
334,17,65,False,2001,GSW,27
335,15,67,False,2001,CHI,28
336,61,21,False,2002,SAC,0
337,58,24,True,2002,LAL,1
338,58,24,False,2002,SAS,2
339,57,25,False,2002,DAL,3
340,52,30,True,2002,NJN,4
341,50,32,False,2002,DET,5
342,50,32,False,2002,MIN,6
343,49,33,False,2002,BOS,7
344,49,33,False,2002,POR,8
345,45,37,False,2002,SEA,9
346,44,38,False,2002,ORL,10
347,44,38,False,2002,UTA,11
348,44,38,False,2002,CHH,12
349,43,39,False,2002,PHI,13
350,42,40,False,2002,IND,14
351,42,40,False,2002,TOR,15
352,41,41,False,2002,MIL,16
353,39,43,False,2002,LAC,17
354,37,45,False,2002,WAS,18
355,36,46,False,2002,MIA,19
356,36,46,False,2002,PHO,20
357,33,49,False,2002,ATL,21
358,30,52,False,2002,NYK,22
359,29,53,False,2002,CLE,23
360,28,54,False,2002,HOU,24
361,27,55,False,2002,DEN,25
362,23,59,False,2002,MEM,26
363,21,61,False,2002,CHI,27
364,21,61,False,2002,GSW,28
365,60,22,False,2003,DAL,0
366,60,22,True,2003,SAS,1
367,59,23,False,2003,SAC,2
368,51,31,False,2003,MIN,3
369,50,32,False,2003,DET,4
370,50,32,False,2003,LAL,5
371,50,32,False,2003,POR,6
372,49,33,True,2003,NJN,7
373,48,34,False,2003,IND,8
374,48,34,False,2003,PHI,9
375,47,35,False,2003,UTA,10
376,47,35,False,2003,NOH,11
377,44,38,False,2003,BOS,12
378,44,38,False,2003,PHO,13
379,43,39,False,2003,HOU,14
380,42,40,False,2003,MIL,15
381,42,40,False,2003,ORL,16
382,40,42,False,2003,SEA,17
383,38,44,False,2003,GSW,18
384,37,45,False,2003,NYK,19
385,37,45,False,2003,WAS,20
386,35,47,False,2003,ATL,21
387,30,52,False,2003,CHI,22
388,28,54,False,2003,MEM,23
389,27,55,False,2003,LAC,24
390,25,57,False,2003,MIA,25
391,24,58,False,2003,TOR,26
392,17,65,False,2003,CLE,27
393,17,65,False,2003,DEN,28
394,61,21,False,2004,IND,0
395,58,24,False,2004,MIN,1
396,57,25,False,2004,SAS,2
397,56,26,True,2004,LAL,3
398,55,27,False,2004,SAC,4
399,54,28,True,2004,DET,5
400,52,30,False,2004,DAL,6
401,50,32,False,2004,MEM,7
402,47,35,False,2004,NJN,8
403,45,37,False,2004,HOU,9
404,43,39,False,2004,DEN,10
405,42,40,False,2004,MIA,11
406,42,40,False,2004,UTA,12
407,41,41,False,2004,MIL,13
408,41,41,False,2004,POR,14
409,41,41,False,2004,NOH,15
410,39,43,False,2004,NYK,16
411,37,45,False,2004,GSW,17
412,37,45,False,2004,SEA,18
413,36,46,False,2004,BOS,19
414,35,47,False,2004,CLE,20
415,33,49,False,2004,PHI,21
416,33,49,False,2004,TOR,22
417,29,53,False,2004,PHO,23
418,28,54,False,2004,ATL,24
419,28,54,False,2004,LAC,25
420,25,57,False,2004,WAS,26
421,23,59,False,2004,CHI,27
422,21,61,False,2004,ORL,28
423,62,20,False,2005,PHO,0
424,59,23,False,2005,MIA,1
425,59,23,True,2005,SAS,2
426,58,24,False,2005,DAL,3
427,54,28,True,2005,DET,4
428,52,30,False,2005,SEA,5
429,51,31,False,2005,HOU,6
430,50,32,False,2005,SAC,7
431,49,33,False,2005,DEN,8
432,47,35,False,2005,CHI,9
433,45,37,False,2005,BOS,10
434,45,37,False,2005,MEM,11
435,45,37,False,2005,WAS,12
436,44,38,False,2005,IND,13
437,44,38,False,2005,MIN,14
438,43,39,False,2005,PHI,15
439,42,40,False,2005,CLE,16
440,42,40,False,2005,NJN,17
441,37,45,False,2005,LAC,18
442,36,46,False,2005,ORL,19
443,34,48,False,2005,GSW,20
444,34,48,False,2005,LAL,21
445,33,49,False,2005,NYK,22
446,33,49,False,2005,TOR,23
447,30,52,False,2005,MIL,24
448,27,55,False,2005,POR,25
449,26,56,False,2005,UTA,26
450,18,64,False,2005,NOH,27
451,18,64,False,2005,CHA,28
452,13,69,False,2005,ATL,29
453,64,18,False,2006,DET,0
454,63,19,False,2006,SAS,1
455,60,22,True,2006,DAL,2
456,54,28,False,2006,PHO,3
457,52,30,True,2006,MIA,4
458,50,32,False,2006,CLE,5
459,49,33,False,2006,MEM,6
460,49,33,False,2006,NJN,7
461,47,35,False,2006,LAC,8
462,45,37,False,2006,LAL,9
463,44,38,False,2006,DEN,10
464,44,38,False,2006,SAC,11
465,42,40,False,2006,WAS,12
466,41,41,False,2006,CHI,13
467,41,41,False,2006,IND,14
468,41,41,False,2006,UTA,15
469,40,42,False,2006,MIL,16
470,38,44,False,2006,PHI,17
901,38,44,False,2006,NOK,18
471,36,46,False,2006,ORL,19
472,35,47,False,2006,SEA,20
473,34,48,False,2006,HOU,21
474,34,48,False,2006,GSW,22
475,33,49,False,2006,BOS,23
476,33,49,False,2006,MIN,24
477,27,55,False,2006,TOR,25
478,26,56,False,2006,ATL,26
479,26,56,False,2006,CHA,27
480,23,59,False,2006,NYK,28
481,21,61,False,2006,POR,29
482,67,15,False,2007,DAL,0
483,61,21,False,2007,PHO,1
484,58,24,True,2007,SAS,2
485,53,29,False,2007,DET,3
486,52,30,False,2007,HOU,4
487,51,31,False,2007,UTA,5
488,50,32,True,2007,CLE,6
489,49,33,False,2007,CHI,7
490,47,35,False,2007,TOR,8
491,45,37,False,2007,DEN,9
492,44,38,False,2007,MIA,10
493,42,40,False,2007,GSW,11
494,42,40,False,2007,LAL,12
495,41,41,False,2007,WAS,13
496,41,41,False,2007,NJN,14
497,40,42,False,2007,LAC,15
498,40,42,False,2007,ORL,16
902,39,43,False,2007,NOK,17
499,35,47,False,2007,IND,18
500,35,47,False,2007,PHI,19
501,33,49,False,2007,NYK,20
502,33,49,False,2007,SAC,21
503,33,49,False,2007,CHA,22
504,32,50,False,2007,MIN,23
505,32,50,False,2007,POR,24
506,31,51,False,2007,SEA,25
507,30,52,False,2007,ATL,26
508,28,54,False,2007,MIL,27
509,24,58,False,2007,BOS,28
510,22,60,False,2007,MEM,29 
511,66,16,True,2008,BOS,0
512,59,23,False,2008,DET,1
513,57,25,True,2008,LAL,2
514,56,26,False,2008,SAS,3
515,56,26,False,2008,NOH,4
516,55,27,False,2008,HOU,5
517,55,27,False,2008,PHO,6
518,54,28,False,2008,UTA,7
519,52,30,False,2008,ORL,8
520,51,31,False,2008,DAL,9
521,50,32,False,2008,DEN,10
522,48,34,False,2008,GSW,11
523,45,37,False,2008,CLE,12
524,43,39,False,2008,WAS,13
525,41,41,False,2008,POR,14
526,41,41,False,2008,TOR,15
527,40,42,False,2008,PHI,16
528,38,44,False,2008,SAC,17
529,37,45,False,2008,ATL,18
530,36,46,False,2008,IND,19
531,34,48,False,2008,NJN,20
532,33,49,False,2008,CHI,21
533,32,50,False,2008,CHA,22
534,26,56,False,2008,MIL,23
535,23,59,False,2008,LAC,24
536,23,59,False,2008,NYK,25
537,22,60,False,2008,MEM,26
538,22,60,False,2008,MIN,27
539,20,62,False,2008,SEA,28
540,15,67,False,2008,MIA,29
541,66,16,False,2009,CLE,0
542,65,17,True,2009,LAL,1
543,62,20,False,2009,BOS,2
544,59,23,True,2009,ORL,3
545,54,28,False,2009,DEN,4
546,54,28,False,2009,POR,5
547,54,28,False,2009,SAS,6
548,53,29,False,2009,HOU,7
549,50,32,False,2009,DAL,8
550,49,33,False,2009,NOH,9
551,48,34,False,2009,UTA,10
552,47,35,False,2009,ATL,11
553,46,36,False,2009,PHO,12
554,43,39,False,2009,MIA,13
555,41,41,False,2009,CHI,14
556,41,41,False,2009,PHI,15
557,39,43,False,2009,DET,16
558,36,46,False,2009,IND,17
559,35,47,False,2009,CHA,18
560,34,48,False,2009,MIL,19
561,34,48,False,2009,NJN,20
562,33,49,False,2009,TOR,21
563,32,50,False,2009,NYK,22
564,29,53,False,2009,GSW,23
565,24,58,False,2009,MEM,24
566,24,58,False,2009,MIN,25
567,23,59,False,2009,OKC,26
568,19,63,False,2009,LAC,27
569,19,63,False,2009,WAS,28
570,17,65,False,2009,SAC,29
571,61,21,False,2010,CLE,0
572,59,23,False,2010,ORL,1
573,57,25,True,2010,LAL,2
574,55,27,False,2010,DAL,3
575,54,28,False,2010,PHO,4
576,53,29,False,2010,ATL,5
577,53,29,False,2010,DEN,6
578,53,29,False,2010,UTA,7
579,50,32,True,2010,BOS,8
580,50,32,False,2010,OKC,9
581,50,32,False,2010,POR,10
582,50,32,False,2010,SAS,11
583,47,35,False,2010,MIA,12
584,46,36,False,2010,MIL,13
585,44,38,False,2010,CHA,14
586,42,40,False,2010,HOU,15
587,41,41,False,2010,CHI,16
588,40,42,False,2010,MEM,17
589,40,42,False,2010,TOR,18
590,37,45,False,2010,NOH,19
591,32,50,False,2010,IND,20
592,29,53,False,2010,LAC,21
593,29,53,False,2010,NYK,22
594,27,55,False,2010,DET,23
595,27,55,False,2010,PHI,24
596,26,56,False,2010,GSW,25
597,26,56,False,2010,WAS,26
598,25,57,False,2010,SAC,27
599,15,67,False,2010,MIN,28
600,12,70,False,2010,NJN,29
601,62,20,False,2011,CHI,0
602,61,21,False,2011,SAS,1
603,58,24,True,2011,MIA,2
604,57,25,True,2011,DAL,3
605,57,25,False,2011,LAL,4
606,56,26,False,2011,BOS,5
607,55,27,False,2011,OKC,6
608,52,30,False,2011,ORL,7
609,50,32,False,2011,DEN,8
610,48,34,False,2011,POR,9
611,46,36,False,2011,MEM,10
612,46,36,False,2011,NOH,11
613,44,38,False,2011,ATL,12
614,43,39,False,2011,HOU,13
615,42,40,False,2011,NYK,14
616,41,41,False,2011,PHI,15
617,40,42,False,2011,PHO,16
618,39,43,False,2011,UTA,17
619,37,45,False,2011,IND,18
620,36,46,False,2011,GSW,19
621,35,47,False,2011,MIL,20
622,34,48,False,2011,CHA,21
623,32,50,False,2011,LAC,22
624,30,52,False,2011,DET,23
625,24,58,False,2011,SAC,24
626,24,58,False,2011,NJN,25
627,23,59,False,2011,WAS,26
628,22,60,False,2011,TOR,27
629,19,63,False,2011,CLE,28
630,17,65,False,2011,MIN,29
631,50,16,False,2012,CHI,0
632,50,16,False,2012,SAS,1
633,47,19,True,2012,OKC,2
634,46,20,True,2012,MIA,3
635,42,24,False,2012,IND,4
636,41,25,False,2012,LAL,5
637,41,25,False,2012,MEM,6
638,40,26,False,2012,ATL,7
639,40,26,False,2012,LAC,8
640,39,27,False,2012,BOS,9
641,38,28,False,2012,DEN,10
642,37,29,False,2012,ORL,11
643,36,30,False,2012,DAL,12
644,36,30,False,2012,NYK,13
645,36,30,False,2012,UTA,14
646,35,31,False,2012,PHI,15
647,34,32,False,2012,HOU,16
648,33,33,False,2012,PHO,17
649,31,35,False,2012,MIL,18
650,28,38,False,2012,POR,19
651,26,40,False,2012,MIN,20
652,25,41,False,2012,DET,21
653,23,43,False,2012,GSW,22
654,23,43,False,2012,TOR,23
655,22,44,False,2012,SAC,24
656,22,44,False,2012,NJN,25
657,21,45,False,2012,CLE,26
658,21,45,False,2012,NOH,27
659,20,46,False,2012,WAS,28
660,7,59,False,2012,CHA,29
661,66,16,True,2013,MIA,0
662,60,22,False,2013,OKC,1
663,58,24,True,2013,SAS,2
664,57,25,False,2013,DEN,3
665,56,26,False,2013,LAC,4
666,56,26,False,2013,MEM,5
667,54,28,False,2013,NYK,6
668,49,32,False,2013,IND,7
669,49,33,False,2013,BRK,8
670,47,35,False,2013,GSW,9
671,45,37,False,2013,CHI,10
672,45,37,False,2013,HOU,11
673,45,37,False,2013,LAL,12
674,44,38,False,2013,ATL,13
675,43,39,False,2013,UTA,14
676,41,40,False,2013,BOS,15
677,41,41,False,2013,DAL,16
678,38,44,False,2013,MIL,17
679,34,48,False,2013,PHI,18
680,34,48,False,2013,TOR,19
681,33,49,False,2013,POR,20
682,31,51,False,2013,MIN,21
683,29,53,False,2013,DET,22
684,29,53,False,2013,WAS,23
685,28,54,False,2013,SAC,24
686,27,55,False,2013,NOH,25
687,25,57,False,2013,PHO,26
688,24,58,False,2013,CLE,27
689,21,61,False,2013,CHA,28
690,20,62,False,2013,ORL,29
691,62,20,True,2014,SAS,0
692,59,23,False,2014,OKC,1
693,57,25,False,2014,LAC,2
694,56,26,False,2014,IND,3
695,54,28,False,2014,HOU,4
696,54,28,True,2014,MIA,5
697,54,28,False,2014,POR,6
698,51,31,False,2014,GSW,7
699,50,32,False,2014,MEM,8
700,49,33,False,2014,DAL,9
701,48,34,False,2014,CHI,10
702,48,34,False,2014,PHO,11
703,48,34,False,2014,TOR,12
704,44,38,False,2014,BRK,13
705,44,38,False,2014,WAS,14
706,43,39,False,2014,CHA,15
707,40,42,False,2014,MIN,16
708,38,44,False,2014,ATL,17
709,37,45,False,2014,NYK,18
710,36,46,False,2014,DEN,19
711,34,48,False,2014,NOP,20
712,33,49,False,2014,CLE,21
713,29,53,False,2014,DET,22
714,28,54,False,2014,SAC,23
715,27,55,False,2014,LAL,24
716,25,57,False,2014,BOS,25
717,25,57,False,2014,UTA,26
718,23,59,False,2014,ORL,27
719,19,63,False,2014,PHI,28
720,15,67,False,2014,MIL,29
721,67,15,True,2015,GSW,0
722,60,22,False,2015,ATL,1
723,56,26,False,2015,HOU,2
724,56,26,False,2015,LAC,3
725,55,27,False,2015,MEM,4
726,55,27,False,2015,SAS,5
727,53,29,True,2015,CLE,6
728,51,31,False,2015,POR,7
729,50,32,False,2015,CHI,8
730,50,32,False,2015,DAL,9
731,49,33,False,2015,TOR,10
732,46,36,False,2015,WAS,11
733,45,37,False,2015,NOP,12
734,45,37,False,2015,OKC,13
735,41,41,False,2015,MIL,14
736,40,42,False,2015,BOS,15
737,39,43,False,2015,PHO,16
738,38,44,False,2015,BRK,17
739,38,44,False,2015,IND,18
740,38,44,False,2015,UTA,19
741,37,45,False,2015,MIA,20
742,33,49,False,2015,CHO,21
743,32,50,False,2015,DET,22
744,30,52,False,2015,DEN,23
745,29,53,False,2015,SAC,24
746,25,57,False,2015,ORL,25
747,21,61,False,2015,LAL,26
748,18,64,False,2015,PHI,27
749,17,65,False,2015,NYK,28
750,16,66,False,2015,MIN,29
751,73,9,True,2016,GSW,0
752,67,15,False,2016,SAS,1
753,57,25,True,2016,CLE,2
754,56,26,False,2016,TOR,3
755,55,27,False,2016,OKC,4
756,53,29,False,2016,LAC,5
757,48,34,False,2016,ATL,6
758,48,34,False,2016,BOS,7
759,48,34,False,2016,CHO,8
760,48,34,False,2016,MIA,9
761,45,37,False,2016,IND,10
762,44,38,False,2016,DET,11
763,44,38,False,2016,POR,12
764,42,40,False,2016,CHI,13
765,42,40,False,2016,DAL,14
766,42,40,False,2016,MEM,15
767,41,41,False,2016,HOU,16
768,41,41,False,2016,WAS,17
769,40,42,False,2016,UTA,18
770,35,47,False,2016,ORL,19
771,33,49,False,2016,DEN,20
772,33,49,False,2016,MIL,21
773,33,49,False,2016,SAC,22
774,32,50,False,2016,NYK,23
775,30,52,False,2016,NOP,24
776,29,53,False,2016,MIN,25
777,23,59,False,2016,PHO,26
778,21,61,False,2016,BRK,27
779,17,65,False,2016,LAL,28
780,10,72,False,2016,PHI,29
781,67,15,True,2017,GSW,0
782,61,21,False,2017,SAS,1
783,55,27,False,2017,HOU,2
784,53,29,False,2017,BOS,3
785,51,31,True,2017,CLE,4
786,51,31,False,2017,LAC,5
787,51,31,False,2017,TOR,6
788,51,31,False,2017,UTA,7
789,49,33,False,2017,WAS,8
790,47,35,False,2017,OKC,9
791,43,39,False,2017,ATL,10
792,43,39,False,2017,MEM,11
793,42,40,False,2017,IND,12
794,42,40,False,2017,MIL,13
795,41,41,False,2017,CHI,14
796,41,41,False,2017,MIA,15
797,41,41,False,2017,POR,16
798,40,42,False,2017,DEN,17
799,37,45,False,2017,DET,18
800,36,46,False,2017,CHO,19
801,34,48,False,2017,NOP,20
802,33,49,False,2017,DAL,21
803,32,50,False,2017,SAC,22
804,31,51,False,2017,MIN,23
805,31,51,False,2017,NYK,24
806,29,53,False,2017,ORL,25
807,28,54,False,2017,PHI,26
808,26,56,False,2017,LAL,27
809,24,58,False,2017,PHO,28
810,20,62,False,2017,BRK,29
811,65,17,False,2018,HOU,0
812,59,23,False,2018,TOR,1
813,58,24,True,2018,GSW,2
814,55,27,False,2018,BOS,3
815,52,30,False,2018,PHI,4
816,50,32,True,2018,CLE,5
817,49,33,False,2018,POR,6
818,48,34,False,2018,IND,7
819,48,34,False,2018,NOP,8
820,48,34,False,2018,OKC,9
821,48,34,False,2018,UTA,10
822,47,35,False,2018,MIN,11
823,47,35,False,2018,SAS,12
