,wins,losses,made_finals,year,team,seed
824,46,36,False,2018,DEN,13
825,44,38,False,2018,MIA,14
826,44,38,False,2018,MIL,15
827,43,39,False,2018,WAS,16
828,42,40,False,2018,LAC,17
829,39,43,False,2018,DET,18
830,36,46,False,2018,CHO,19
831,35,47,False,2018,LAL,20
832,29,53,False,2018,NYK,21
833,28,54,False,2018,BRK,22
834,27,55,False,2018,CHI,23
835,27,55,False,2018,SAC,24
836,25,57,False,2018,ORL,25
837,24,58,False,2018,ATL,26
838,24,58,False,2018,DAL,27
839,22,60,False,2018,MEM,28
840,21,61,False,2018,PHO,29
841,60,22,False,2019,MIL,0
842,58,24,True,2019,TOR,1
843,57,25,True,2019,GSW,2
844,54,28,False,2019,DEN,3
845,53,29,False,2019,HOU,4
846,53,29,False,2019,POR,5
847,51,31,False,2019,PHI,6
848,50,32,False,2019,UTA,7
849,49,33,False,2019,BOS,8
850,49,33,False,2019,OKC,9
851,48,34,False,2019,IND,10
852,48,34,False,2019,LAC,11
853,48,34,False,2019,SAS,12
854,42,40,False,2019,BRK,13
855,42,40,False,2019,ORL,14
856,41,41,False,2019,DET,15
857,39,43,False,2019,CHO,16
858,39,43,False,2019,MIA,17
859,39,43,False,2019,SAC,18
860,37,45,False,2019,LAL,19
861,36,46,False,2019,MIN,20
862,33,49,False,2019,DAL,21
863,33,49,False,2019,MEM,22
864,33,49,False,2019,NOP,23
865,32,50,False,2019,WAS,24
866,29,53,False,2019,ATL,25
867,22,60,False,2019,CHI,26
868,19,63,False,2019,CLE,27
869,19,63,False,2019,PHO,28
870,17,65,False,2019,NYK,29
871,56,17,False,2020,MIL,0
872,52,19,True,2020,LAL,1
873,53,19,False,2020,TOR,2
874,49,23,False,2020,LAC,3
875,48,24,False,2020,BOS,4
876,46,27,False,2020,DEN,5
877,44,28,False,2020,HOU,6
878,45,28,False,2020,IND,7
879,44,28,False,2020,OKC,8
880,44,28,False,2020,UTA,9
881,44,29,True,2020,MIA,10
882,43,30,False,2020,PHI,11
883,43,32,False,2020,DAL,12
884,35,37,False,2020,BRK,13
885,34,39,False,2020,MEM,14
886,34,39,False,2020,PHO,15
887,35,39,False,2020,POR,16
888,32,39,False,2020,SAS,17
889,33,40,False,2020,ORL,18
890,31,41,False,2020,SAC,19
891,23,42,False,2020,CHO,20
892,30,42,False,2020,NOP,21
893,22,43,False,2020,CHI,22
894,19,45,False,2020,MIN,23
895,21,45,False,2020,NYK,24
896,19,46,False,2020,CLE,25
897,20,46,False,2020,DET,26
898,20,47,False,2020,ATL,27
899,25,47,False,2020,WAS,28
900,15,50,False,2020,GSW,29

